radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,624,2,19,35013,0,11.517404,3.869795,6255,630,1,1337698585,1408433870,0
GSM,624,2,19,37453,0,11.504931,3.882041,4323,370,1,1337698878,1363062308,0
GSM,624,2,17,9222,0,11.513195,3.88684,13746,216,1,1337699180,1361001852,0
GSM,624,2,18,36493,0,11.532191,3.872769,9386,342,1,1337701870,1361930147,0
GSM,624,2,65298,9483,0,11.534958,3.870621,1000,2,1,1337685048,1337685048,0
GSM,624,2,18,36673,0,11.538056,3.870451,2351,121,1,1337705446,1363500563,0
GSM,624,2,19,36141,0,11.529696,3.865495,4423,797,1,1337705589,1383031063,0
GSM,624,2,17,10192,0,11.528335,3.879869,3343,79,1,1337758270,1361486952,0
GSM,624,2,17,5431,0,11.530035,3.885978,4234,142,1,1337758544,1361337302,0
GSM,624,2,17,36102,0,11.535583,3.88166,5137,156,1,1337758744,1362450088,0
GSM,624,2,17,37431,0,11.528644,3.887145,3011,92,1,1337758983,1361507937,0
GSM,624,2,17,37432,0,11.530375,3.883294,4362,92,1,1337758983,1361982346,0
GSM,624,2,17,10193,0,11.522526,3.887317,3349,38,1,1337758983,1361507944,0
GSM,624,2,17,10191,0,11.525192,3.88677,2772,54,1,1337758983,1361507944,0
GSM,624,2,22,36181,0,11.493648,3.912484,24158,62,1,1337760424,1382748601,0
GSM,624,2,17,9302,0,11.517867,3.883737,5265,245,1,1337760804,1363392463,0
GSM,624,2,17,36703,0,11.518769,3.891511,14774,85,1,1337761144,1363101453,0
GSM,624,2,17,9613,0,11.519627,3.894017,3507,55,1,1337761144,1359962538,0
GSM,624,2,19,9254,0,11.517994,3.883041,3969,136,1,1337761862,1363365291,0
GSM,624,2,17,5433,0,11.520094,3.884929,4670,210,1,1337761862,1363365291,0
GSM,624,2,19,9255,0,11.521337,3.874821,19202,86,1,1337762102,1362966771,0
GSM,624,2,19,36353,0,11.513452,3.881783,5070,453,1,1337762102,1363602938,0
GSM,624,2,17,36452,0,11.513721,3.885022,4709,308,1,1337762102,1363602950,0
GSM,624,2,17,10021,0,11.51619,3.896909,2757,21,1,1337763114,1380682621,0
GSM,624,2,17,35063,0,11.520214,3.884263,3981,212,1,1337763790,1363159063,0
GSM,624,2,65299,9163,0,11.517792,3.868561,1019,4,1,1337765772,1343389224,0
GSM,624,2,19,10182,0,11.516654,3.875438,5118,67,1,1337765967,1361842930,0
GSM,624,2,65299,4691,0,11.52038,3.869987,1856,13,1,1337773805,1359090439,0
GSM,624,2,17,36292,0,11.525966,3.881316,6219,241,1,1337773836,1408433870,0
GSM,624,2,65299,36001,0,11.517979,3.869372,1893,11,1,1337774082,1359439877,0
GSM,624,2,19,36031,0,11.519406,3.865035,3360,592,1,1337775578,1408433870,0
GSM,624,2,19,4691,0,11.522401,3.870161,3873,257,1,1337783351,1474340148,0
GSM,624,2,19,36001,0,11.522815,3.870644,4042,241,1,1337783640,1408433870,0
GSM,624,2,19,36003,0,11.520338,3.869633,2262,178,1,1337783640,1383046523,0
GSM,624,2,19,35012,0,11.517561,3.868045,4173,274,1,1337784144,1383006521,0
GSM,624,2,19,36343,0,11.508452,3.869319,3374,269,1,1337791733,1363693043,0
GSM,624,2,19,10101,0,11.507371,3.877608,2576,91,1,1337791733,1361332365,0
GSM,624,2,19,37333,0,11.502959,3.881384,17901,123,1,1337792018,1361004020,0
GSM,624,2,19,10103,0,11.503194,3.880646,3694,100,1,1337792217,1362994971,0
GSM,624,2,65299,9103,0,11.512573,3.875908,2184,20,1,1337793685,1357713779,0
GSM,624,2,19,33,0,11.515817,3.868423,4373,840,1,1337794129,1480435854,0
GSM,624,2,19,37511,0,11.521571,3.866495,4285,234,1,1337794163,1408433870,0
GSM,624,2,19,9081,0,11.528538,3.864998,3233,434,1,1337795082,1447603695,0
GSM,624,2,19,36593,0,11.513818,3.864154,5251,399,1,1337862538,1382960323,0
GSM,624,2,17,9221,0,11.514144,3.890911,13084,231,1,1337865353,1360643925,0
GSM,624,2,17,36473,0,11.514989,3.890626,3166,74,1,1337865353,1361355115,0
GSM,624,2,17,9303,0,11.51403,3.889787,3278,92,1,1337865353,1360643925,0
GSM,624,2,22,36281,0,11.511905,3.896256,3168,117,1,1337865353,1383054369,0
GSM,624,2,17,36293,0,11.520701,3.896263,6042,131,1,1337865625,1382935365,0
GSM,624,2,22,9051,0,11.510171,3.893132,3730,102,1,1337865625,1446881359,0
GSM,624,2,17,10023,0,11.51207,3.900209,2043,33,1,1337865897,1382401976,0
GSM,624,2,17,10022,0,11.517523,3.89331,1820,23,1,1337867804,1446881392,0
GSM,624,2,65299,10181,0,11.515982,3.87549,1153,11,1,1337868779,1360117632,0
GSM,624,2,65299,37421,0,11.516782,3.87466,1169,17,1,1337868911,1360124265,0
GSM,624,2,19,4271,0,11.521983,3.872565,18972,125,1,1337868911,1363227295,0
GSM,624,2,65299,35043,0,11.522013,3.861694,2839,68,1,1337870105,1382491891,0
GSM,624,2,21,36172,0,11.552573,3.837648,6376,306,1,1337870116,1423312130,0
GSM,624,2,21,35,0,11.562922,3.850663,3658,182,1,1337870259,1452694140,0
GSM,624,2,21,37473,0,11.553196,3.839182,4886,178,1,1337870533,1382791374,0
GSM,624,2,21,9631,0,11.557868,3.825699,7089,422,1,1337870533,1454425630,0
GSM,624,2,21,9622,0,11.561855,3.845958,16616,145,1,1337876133,1452090197,0
GSM,624,2,21,9632,0,11.563221,3.821486,6157,217,1,1337876133,1449580218,0
GSM,624,2,21,9461,0,11.531148,3.781531,15246,71,1,1337876133,1363177953,0
GSM,624,2,21,9742,0,11.548992,3.837995,3787,214,1,1337876133,1440495382,0
GSM,624,2,21,37003,0,11.573185,3.813461,13628,602,1,1337876133,1419236064,0
GSM,624,2,21,36971,0,11.5452,3.824913,7540,240,1,1337876916,1382764774,0
GSM,624,2,21,9732,0,11.547243,3.81941,7950,55,1,1337876916,1382367511,0
GSM,624,2,21,37082,0,11.534104,3.832303,16588,164,1,1337877176,1382499198,0
GSM,624,2,21,37081,0,11.539056,3.847042,4145,248,1,1337877236,1383061294,0
GSM,624,2,21,9851,0,11.538641,3.846222,3087,214,1,1337877438,1472641899,0
GSM,624,2,21,36071,0,11.525674,3.852334,4248,342,1,1337877544,1408433870,0
GSM,624,2,19,37382,0,11.531908,3.856509,3615,290,1,1337878224,1362023170,0
GSM,624,2,19,9242,0,11.528288,3.853244,2310,49,1,1337878224,1359778878,0
GSM,624,2,19,36421,0,11.529603,3.857488,1966,119,1,1337882887,1360636091,0
GSM,624,2,19,37383,0,11.53014,3.859704,3657,315,1,1337883005,1363659623,0
GSM,624,2,19,9241,0,11.529795,3.856303,2689,108,1,1337883134,1361501769,0
GSM,624,2,19,9243,0,11.527477,3.858568,2813,85,1,1337883134,1363604136,0
GSM,624,2,19,36423,0,11.526451,3.859612,3217,180,1,1337883134,1361361185,0
GSM,624,2,19,37381,0,11.531309,3.861962,3868,213,1,1337883391,1363659623,0
GSM,624,2,18,37411,0,11.547445,3.864419,3904,399,1,1337889224,1362135230,0
GSM,624,2,18,10171,0,11.546571,3.86434,3124,298,1,1337889224,1362797340,0
GSM,624,2,18,37173,0,11.549835,3.868337,4000,288,1,1337889730,1361593761,0
GSM,624,2,21,4261,0,11.515602,3.848108,13571,318,1,1337890225,1363407039,0
GSM,624,2,21,36053,0,11.514586,3.839435,5585,679,1,1337897828,1363695222,0
GSM,624,2,21,63,0,11.514762,3.839343,20736,761,1,1337898122,1363695222,0
GSM,624,2,21,36062,0,11.515198,3.843711,4482,756,1,1337898122,1363490535,0
GSM,624,2,21,36052,0,11.516219,3.834514,20217,493,1,1337900699,1363695222,0
GSM,624,2,20,9521,0,11.505739,3.847421,3595,94,1,1337900957,1363696888,0
GSM,624,2,19,3043,0,11.511401,3.86555,3526,182,1,1337955179,1480435854,0
GSM,624,2,65299,3043,0,11.509689,3.867599,1000,5,1,1337955579,1340096093,0
GSM,624,2,19,10132,0,11.507724,3.869529,4354,195,1,1337955579,1363693043,0
GSM,624,2,19,37372,0,11.507149,3.869812,2781,316,1,1337955579,1363693033,0
GSM,624,2,19,35091,0,11.512819,3.876818,3376,322,1,1337956210,1363341838,0
GSM,624,2,17,9223,0,11.510823,3.889587,3332,127,1,1337956840,1363582248,0
GSM,624,2,17,36453,0,11.508049,3.890152,4342,153,1,1337956840,1361869074,0
GSM,624,2,17,8063,0,11.521619,3.899011,5728,101,1,1337957157,1453901642,0
GSM,624,2,17,9612,0,11.521275,3.886865,14566,193,1,1337957478,1363392463,0
GSM,624,2,19,35031,0,11.528499,3.872198,4492,128,1,1337957530,1361634879,0
GSM,624,2,18,9843,0,11.544829,3.856167,2888,181,1,1337963709,1363263270,0
GSM,624,2,18,36491,0,11.539083,3.873918,9382,524,1,1337966488,1363525447,0
GSM,624,2,18,9481,0,11.538161,3.871861,3070,310,1,1337966488,1363525443,0
GSM,624,2,65298,9832,0,11.548519,3.886242,1255,8,1,1337970528,1379604732,0
GSM,624,2,65298,37062,0,11.548416,3.886002,1270,5,1,1337970872,1360343491,0
GSM,624,2,18,9831,0,11.548975,3.88402,9737,111,1,1337970872,1472477410,0
GSM,624,2,18,37061,0,11.549837,3.882887,9610,103,1,1337970872,1383004212,0
GSM,624,2,18,36533,0,11.54616,3.877518,7746,89,1,1337973037,1362035253,0
GSM,624,2,18,9933,0,11.531,3.875465,5060,110,1,1337973655,1454425630,0
GSM,624,2,21,9762,0,11.595417,3.80376,11477,942,1,1337975437,1382544661,0
GSM,624,2,21,4223,0,11.636799,3.751786,13782,1643,1,1337975612,1361965038,0
GSM,624,2,21,36721,0,11.564373,3.821328,12614,415,1,1337975806,1419153220,0
GSM,624,2,21,36722,0,11.570759,3.815909,13356,232,1,1337975806,1386084453,0
GSM,624,2,21,4224,0,11.638716,3.741212,10896,778,1,1337976030,1360643543,0
GSM,624,2,21,37002,0,11.595213,3.798642,10976,602,1,1337976112,1382544665,0
GSM,624,2,21,9761,0,11.592758,3.807476,12079,467,1,1337976112,1449580218,0
GSM,624,2,21,4225,0,11.637681,3.745743,11207,692,1,1337979481,1361965029,0
GSM,624,2,24,12101,0,11.5585,3.654705,21059,221,1,1337979481,1481729304,0
GSM,624,2,21,9763,0,11.570283,3.816211,13815,700,1,1338017591,1449580218,0
GSM,624,2,18,96,0,11.547061,3.873825,6064,75,1,1338018513,1359891575,0
GSM,624,2,65298,6,0,11.537704,3.883209,1842,6,1,1338019375,1352956758,0
GSM,624,2,65299,121,0,11.522324,3.861875,2805,95,1,1338020797,1419222072,0
GSM,624,2,20,37461,0,11.514675,3.85766,3376,208,1,1338021596,1363060650,0
GSM,624,2,65301,4822,0,11.519263,3.843155,2019,7,1,1338021918,1359706925,0
GSM,624,2,21,62,0,11.5173,3.835171,20915,542,1,1338022026,1363695219,0
GSM,624,2,21,9231,0,11.522899,3.827393,5845,665,1,1338022897,1361841161,0
GSM,624,2,21,36902,0,11.517378,3.824202,5502,216,1,1338022897,1362446346,0
GSM,624,2,21,37222,0,11.528159,3.778543,7347,61,1,1338023117,1361797990,0
GSM,624,2,65301,9993,0,11.535645,3.773804,1000,2,1,1338023179,1342155590,0
GSM,624,2,21,37221,0,11.528784,3.798408,11476,125,1,1338023549,1361805228,0
GSM,624,2,21,37141,0,11.555953,3.783379,12099,87,1,1338023549,1361962819,0
GSM,624,2,21,9991,0,11.530032,3.793128,11225,63,1,1338023549,1363195687,0
GSM,624,2,21,73,0,11.53744,3.727499,18087,78,1,1338023646,1363178254,0
GSM,624,2,21,36871,0,11.531378,3.781989,10296,89,1,1338023877,1363196302,0
GSM,624,2,21,9912,0,11.530356,3.759904,21552,37,1,1338023877,1362157477,0
GSM,624,2,21,9911,0,11.530438,3.779412,10723,24,1,1338023877,1359504760,0
GSM,624,2,21,36822,0,11.527834,3.785863,8271,32,1,1338023877,1361795733,0
GSM,624,2,21,7001,0,11.526718,3.783717,8075,32,1,1338023877,1358740102,0
GSM,624,2,21,72,0,11.538187,3.70603,18537,74,1,1338025350,1363181210,0
GSM,624,2,24,12103,0,11.530049,3.643167,22460,303,1,1338025368,1483028220,0
GSM,624,2,24,12102,0,11.527947,3.610191,19943,172,1,1338025451,1476009754,0
GSM,624,2,24,12831,0,11.520429,3.588388,14995,157,1,1338025451,1483028220,0
GSM,624,2,24,12832,0,11.522923,3.583085,13311,114,1,1338025455,1471918200,0
GSM,624,2,24,40663,0,11.513073,3.545503,17387,78,1,1338025455,1380263645,0
GSM,624,2,21,9463,0,11.534584,3.745963,13740,44,1,1338025522,1362157477,0
GSM,624,2,21,36873,0,11.534656,3.73851,14560,50,1,1338025522,1363181210,0
GSM,624,2,21,9462,0,11.605833,3.758766,15818,164,1,1338025522,1363181210,0
GSM,624,2,21,36872,0,11.540951,3.740283,11848,55,1,1338025522,1362157477,0
GSM,624,2,24,9512,0,11.519486,3.489304,11015,15,1,1338025849,1445669142,0
GSM,624,2,24,40241,0,11.509104,3.519357,13008,23,1,1338025989,1379984672,0
GSM,624,2,24,3093,0,11.508865,3.516909,14729,46,1,1338026179,1487059926,0
GSM,624,2,24,3095,0,11.506746,3.523327,15469,46,1,1338026179,1487059926,0
GSM,624,2,24,11552,0,11.511395,3.515888,16171,120,1,1338026179,1471918200,0
GSM,624,2,24,11553,0,11.512194,3.548064,17119,99,1,1338026837,1430472288,0
GSM,624,2,24,40243,0,11.506229,3.521805,9663,25,1,1338026837,1380000487,0
GSM,624,2,24,40662,0,11.509316,3.493222,73330,97,1,1338026837,1382970423,0
GSM,624,2,24,11551,0,11.525086,3.550793,16829,37,1,1338027166,1429438985,0
GSM,624,2,24,40661,0,11.512527,3.544235,6073,6,1,1338027166,1379584180,0
GSM,624,2,24,11612,0,11.528324,3.605517,20411,94,1,1338027496,1476009754,0
GSM,624,2,21,9992,0,11.527503,3.779448,10121,77,1,1338028610,1361797686,0
GSM,624,2,21,37223,0,11.524368,3.796587,9609,111,1,1338028610,1362157465,0
GSM,624,2,21,71,0,11.572468,3.734589,19861,89,1,1338028821,1363181200,0
GSM,624,2,21,9072,0,11.535082,3.862281,4405,342,1,1338029695,1363701146,0
GSM,624,2,21,36163,0,11.537878,3.862144,5545,519,1,1338030478,1363560259,0
GSM,624,2,21,9071,0,11.536293,3.862291,7085,397,1,1338030478,1363560259,0
GSM,624,2,21,36162,0,11.538891,3.860861,7494,626,1,1338030478,1363560259,0
GSM,624,2,21,9073,0,11.535146,3.861822,7051,445,1,1338030478,1363701146,0
GSM,624,2,19,36483,0,11.521532,3.87486,15037,161,1,1338030808,1362664367,0
GSM,624,2,18,11,0,11.541097,3.865855,2225,34,1,1338034814,1359184179,0
GSM,624,2,21,37,0,11.55197,3.850297,8696,219,1,1338037083,1449753323,0
GSM,624,2,21,7000,0,11.51951,3.809969,22339,169,1,1338037731,1363177965,0
GSM,624,2,21,10073,0,11.521411,3.814553,8015,81,1,1338037731,1361797085,0
GSM,624,2,20,36583,0,11.489676,3.835917,3083,37,1,1338045224,1382806480,0
GSM,624,2,21,36751,0,11.512084,3.818557,5936,227,1,1338045608,1363177965,0
GSM,624,2,21,9451,0,11.511953,3.814166,5648,165,1,1338045879,1361790706,0
GSM,624,2,21,37303,0,11.511789,3.80708,7688,171,1,1338045879,1377998970,0
GSM,624,2,21,9452,0,11.510374,3.806842,13337,61,1,1338045879,1361790706,0
GSM,624,2,21,9232,0,11.518312,3.825844,3394,157,1,1338045879,1361074901,0
GSM,624,2,21,10071,0,11.526577,3.809489,13296,68,1,1338046205,1363177965,0
GSM,624,2,21,37471,0,11.565717,3.849675,2963,103,1,1338049836,1424322370,0
GSM,624,2,18,9943,0,11.549416,3.869247,3850,212,1,1338051165,1361593761,0
GSM,624,2,17,36272,0,11.530722,3.87914,4413,118,1,1338114526,1361337302,0
GSM,624,2,18,36531,0,11.547625,3.878282,2685,76,1,1338137256,1361637280,0
GSM,624,2,18,9942,0,11.553444,3.86547,5276,297,1,1338137264,1361592286,0
GSM,624,2,18,95,0,11.547318,3.87792,2044,54,1,1338137691,1362035253,0
GSM,624,2,18,36532,0,11.54686,3.874134,3805,111,1,1338137691,1362035255,0
GSM,624,2,18,97,0,11.54599,3.879227,4306,60,1,1338140273,1362035253,0
GSM,624,2,18,37062,0,11.548511,3.88151,9458,183,1,1338140273,1382939619,0
GSM,624,2,19,36481,0,11.532703,3.875521,6595,271,1,1338141138,1362450088,0
GSM,624,2,17,1,0,11.535432,3.885121,3975,220,1,1338141138,1361505285,0
GSM,624,2,17,36101,0,11.537061,3.885539,4737,256,1,1338141138,1361505285,0
GSM,624,2,65301,36063,0,11.512711,3.842606,1981,5,1,1338141523,1350044240,0
GSM,624,2,65301,4263,0,11.512236,3.844029,2001,11,1,1338142001,1358332763,0
GSM,624,2,65298,93,0,11.537388,3.877698,2032,13,1,1338189738,1351748259,0
GSM,624,2,65298,36491,0,11.537901,3.872779,1929,7,1,1338189738,1357445137,0
GSM,624,2,65297,10191,0,11.522255,3.88813,1080,4,1,1338190692,1357541140,0
GSM,624,2,65297,10192,0,11.524796,3.887924,1300,5,1,1338190692,1357541139,0
GSM,624,2,65297,9112,0,11.525345,3.887787,1357,6,1,1338190692,1357616100,0
GSM,624,2,19,4215,0,11.510929,3.88182,3337,181,1,1338191650,1363392463,0
GSM,624,2,19,9261,0,11.514347,3.869338,3068,121,1,1338223817,1359704456,0
GSM,624,2,65299,35042,0,11.522446,3.86116,1316,9,1,1338282222,1377240359,0
GSM,624,2,65299,193,0,11.517105,3.868561,1000,2,1,1338282222,1378014282,0
GSM,624,2,65299,37513,0,11.520538,3.867874,1000,4,1,1338282222,1359545910,0
GSM,624,2,65299,37511,0,11.521397,3.866673,1514,8,1,1338282222,1354942144,0
GSM,624,2,65298,9481,0,11.541138,3.872852,1683,8,1,1338305536,1350633494,0
GSM,624,2,65298,9401,0,11.542374,3.877213,1000,5,1,1338325248,1382578290,0
GSM,624,2,65301,9893,0,11.510925,3.842468,1127,2,1,1338374651,1345810855,0
GSM,624,2,19,4561,0,11.50273,3.882439,3489,109,1,1338389440,1361582162,0
GSM,624,2,19,4562,0,11.503167,3.879127,2194,67,1,1338390270,1361332365,0
GSM,624,2,19,4563,0,11.499757,3.884891,3586,166,1,1338390793,1361332365,0
GSM,624,2,22,9531,0,11.497639,3.881497,3470,263,1,1338390793,1479719084,0
GSM,624,2,65299,35041,0,11.520462,3.863373,2531,54,1,1338401363,1383093276,0
GSM,624,2,18,12,0,11.544172,3.869823,1417,31,1,1338408774,1359893800,0
GSM,624,2,17,9062,0,11.527011,3.905595,7137,122,1,1338448027,1453901642,0
GSM,624,2,65299,32,0,11.51566,3.868236,2146,19,1,1338484877,1409014749,0
GSM,624,2,65299,9602,0,11.515773,3.865377,3069,33,1,1338484877,1379794596,0
GSM,624,2,19,37373,0,11.504545,3.871805,3968,349,1,1338489501,1363088120,0
GSM,624,2,19,35083,0,11.499629,3.876492,5001,753,1,1338489782,1362763123,0
GSM,624,2,22,36552,0,11.49576,3.876513,4963,451,1,1338489782,1383004106,0
GSM,624,2,19,35082,0,11.501402,3.871165,4151,629,1,1338490080,1361931342,0
GSM,624,2,22,9533,0,11.492371,3.880373,4876,366,1,1338490080,1479719084,0
GSM,624,2,19,153,0,11.502188,3.872695,4149,486,1,1338490281,1361931350,0
GSM,624,2,19,152,0,11.502611,3.871339,3654,453,1,1338490281,1361931350,0
GSM,624,2,19,151,0,11.50331,3.872015,3594,332,1,1338490281,1361931350,0
GSM,624,2,22,36021,0,11.501762,3.871679,5095,406,1,1338490281,1424167977,0
GSM,624,2,22,36553,0,11.492738,3.880813,5453,320,1,1338494751,1383048349,0
GSM,624,2,22,36182,0,11.480013,3.876647,10764,103,1,1338495069,1424556179,0
GSM,624,2,17,37353,0,11.538025,3.896782,6156,60,1,1338495069,1359428350,0
GSM,624,2,19,37343,0,11.501971,3.863922,3758,49,1,1338496501,1360946552,0
GSM,624,2,22,9311,0,11.494416,3.879443,4241,184,1,1338527676,1383005535,0
GSM,624,2,22,56,0,11.473869,3.896581,4706,31,1,1338535239,1480418632,0
GSM,624,2,22,55,0,11.488094,3.90873,3932,32,1,1338535239,1476006986,0
GSM,624,2,22,9532,0,11.495346,3.876485,5005,270,1,1338535797,1473170874,0
GSM,624,2,22,36551,0,11.496998,3.880879,5028,368,1,1338535797,1408433870,0
GSM,624,2,19,9263,0,11.508452,3.871213,3349,146,1,1338536336,1361781439,0
GSM,624,2,65299,123,0,11.521829,3.861053,2560,91,1,1338573654,1419057466,0
GSM,624,2,65297,2,0,11.538048,3.883324,1694,4,1,1338625137,1350822453,0
GSM,624,2,18,10042,0,11.548202,3.893535,7340,267,1,1338625215,1478420199,0
GSM,624,2,65297,36102,0,11.535095,3.884903,3981,10,1,1338625779,1358764815,0
GSM,624,2,65299,35032,0,11.51762,3.872337,3039,8,1,1338626585,1360220035,0
GSM,624,2,19,36011,0,11.520181,3.874688,3575,263,1,1338628744,1363686834,0
GSM,624,2,65299,35012,0,11.517334,3.867188,1937,18,1,1338628744,1359529317,0
GSM,624,2,20,9881,0,11.496859,3.830324,2773,35,1,1338631250,1471419169,0
GSM,624,2,21,10263,0,11.518534,3.84709,3473,731,1,1338631250,1461421875,0
GSM,624,2,65298,36083,0,11.544570922852,3.8898468017578,1000,1,1,1338612408,1338612408,0
GSM,624,2,17,9202,0,11.540929,3.891566,2683,115,1,1338632696,1360295411,0
GSM,624,2,17,9203,0,11.539374,3.892044,2821,65,1,1338633421,1359963139,0
GSM,624,2,17,8812,0,11.533356,3.896088,4356,90,1,1338633421,1453901642,0
GSM,624,2,17,37351,0,11.544767,3.898283,6390,49,1,1338633421,1360641227,0
GSM,624,2,17,8811,0,11.538976,3.906272,7886,202,1,1338633421,1456758887,0
GSM,624,2,17,10032,0,11.542992,3.905228,1892,140,1,1338633789,1483766234,0
GSM,624,2,17,9201,0,11.541745,3.897374,4365,52,1,1338633789,1359963139,0
GSM,624,2,65297,36101,0,11.535988,3.883618,2578,28,1,1338634080,1357309316,0
GSM,624,2,17,36733,0,11.520393,3.918603,5457,99,1,1338634278,1382775805,0
GSM,624,2,17,37401,0,11.522191,3.930457,16304,91,1,1338634942,1382867699,0
GSM,624,2,17,37282,0,11.522853,3.931707,4770,54,1,1338635130,1382935063,0
GSM,624,2,17,10161,0,11.5237,3.930834,21708,91,1,1338635611,1429156110,0
GSM,624,2,17,85,0,11.525765,3.920777,29706,88,1,1338635611,1478705145,0
GSM,624,2,17,36773,0,11.525174,3.905439,11156,209,1,1338635611,1383005114,0
GSM,624,2,17,83,0,11.522395,3.91583,5667,88,1,1338635611,1479869647,0
GSM,624,2,17,36852,0,11.536756,3.979307,24087,42,1,1338635627,1380819287,0
GSM,624,2,17,36832,0,11.525443,3.9375,7076,70,1,1338635749,1382867699,0
GSM,624,2,17,5342,0,11.545267,4.025769,25671,162,1,1338635798,1451008183,0
GSM,624,2,17,10051,0,11.522598,3.932538,3197,23,1,1338635975,1478783538,0
GSM,624,2,17,36893,0,11.523738,3.933015,6789,53,1,1338635975,1382935063,0
GSM,624,2,17,9133,0,11.528373,3.953206,15641,73,1,1338635975,1478705147,0
GSM,624,2,17,9132,0,11.527902,3.941914,13103,58,1,1338635975,1479869647,0
GSM,624,2,17,36833,0,11.525493,3.948564,5238,37,1,1338635975,1382867699,0
GSM,624,2,17,37283,0,11.522941,3.936214,9800,76,1,1338635975,1382934708,0
GSM,624,2,38,12762,0,11.541122,4.082621,18665,166,1,1338637786,1382933857,0
GSM,624,2,17,5343,0,11.544571,4.055926,18374,139,1,1338637786,1474340148,0
GSM,624,2,38,3592,0,11.532943,4.12422,18886,203,1,1338637788,1382933556,0
GSM,624,2,38,40723,0,11.533419,4.1545,18899,133,1,1338637788,1376218660,0
GSM,624,2,38,11292,0,11.49727,4.156482,38753,83,1,1338637791,1382933556,0
GSM,624,2,38,3593,0,11.527751,4.144237,21113,145,1,1338637791,1378020893,0
GSM,624,2,38,11293,0,11.452789,4.198491,38960,67,1,1338637791,1382932953,0
GSM,624,2,38,3510,0,11.44213,4.196379,38557,72,1,1338637797,1382932350,0
GSM,624,2,38,3511,0,11.390194,4.238587,31726,89,1,1338637838,1382932348,0
GSM,624,2,38,11482,0,11.385089,4.2269,30953,83,1,1338637873,1474340148,0
GSM,624,2,18,9472,0,11.569977,3.950615,8034,4,1,1338638168,1360143391,0
GSM,624,2,17,36851,0,11.54343,4.00234,17913,59,1,1338638168,1382777011,0
GSM,624,2,17,9183,0,11.536331,3.991611,11115,39,1,1338638168,1478705147,0
