radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,624,2,17,9472,0,11.578537,3.934708,3835,15,1,1364296302,1382165220,0
GSM,624,2,17,4157,0,11.578375,3.965272,10086,13,1,1364296603,1382284643,0
GSM,624,2,17,36882,0,11.578537,3.932419,3618,15,1,1364297506,1382165220,0
GSM,624,2,17,36842,0,11.587257,3.959198,7837,12,1,1364297506,1380383605,0
GSM,624,2,17,37311,0,11.584819,3.967068,9274,13,1,1364297506,1382776710,0
GSM,624,2,17,10081,0,11.586269,3.957762,5563,11,1,1364297506,1380857176,0
GSM,624,2,17,4158,0,11.593225,3.974598,1000,7,1,1364297506,1380857484,0
GSM,624,2,17,37312,0,11.58062,3.936195,5547,12,1,1364302322,1382163382,0
GSM,624,2,17,36841,0,11.593781,3.971329,1000,6,1,1364302322,1380861542,0
GSM,624,2,17,36881,0,11.580776,3.939223,5827,22,1,1364303011,1382163378,0
GSM,624,2,17,9471,0,11.576462,3.947373,11917,18,1,1364303530,1382163505,0
GSM,624,2,17,37313,0,11.584053,3.941002,1765,8,1,1364303530,1382163382,0
GSM,624,2,16,9163,0,11.515395,3.872218,1922,196,1,1364305933,1480098700,0
GSM,624,2,25,36222,0,11.495849,3.838848,2079,249,1,1364326807,1419338108,0
GSM,624,2,25,42,0,11.495896,3.839154,2340,196,1,1364327476,1451138202,0
GSM,624,2,25,36221,0,11.50343,3.83908,2872,334,1,1364327476,1419318772,0
GSM,624,2,23,37122,0,11.511067,3.838088,4698,174,1,1364368967,1408433870,0
GSM,624,2,25,37461,0,11.511488,3.854389,3030,111,1,1364369273,1419337503,0
GSM,624,2,25,37462,0,11.509287,3.854875,4409,101,1,1364370463,1419337503,0
GSM,624,2,25,10221,0,11.511974,3.854577,3735,148,1,1364370463,1472439127,0
GSM,624,2,25,10223,0,11.508786,3.854493,2622,86,1,1364370463,1478748969,0
GSM,624,2,25,10222,0,11.508277,3.850302,3901,147,1,1364370464,1478748969,0
GSM,624,2,25,41,0,11.500561,3.839331,2895,297,1,1364380327,1442400850,0
GSM,624,2,23,36641,0,11.512649,3.833133,3514,363,1,1364380327,1408433870,0
GSM,624,2,16,35092,0,11.513403,3.873298,1893,138,1,1364400136,1383093163,0
GSM,624,2,16,9102,0,11.513295,3.873842,2110,133,1,1364400305,1476126719,0
GSM,624,2,16,35093,0,11.511252,3.878288,3109,84,1,1364400305,1408433870,0
GSM,624,2,16,35091,0,11.513559,3.87759,2260,67,1,1364400305,1408433870,0
GSM,624,2,16,36341,0,11.513393,3.870425,1250,91,1,1364400305,1408433870,0
GSM,624,2,16,10132,0,11.507043,3.869543,2100,107,1,1364401700,1473586208,0
GSM,624,2,16,37373,0,11.504143,3.872837,1000,57,1,1364402795,1383099004,0
GSM,624,2,16,37372,0,11.506752,3.871254,3144,102,1,1364402795,1383053749,0
GSM,624,2,16,35081,0,11.504227,3.873001,1488,45,1,1364402795,1382948084,0
GSM,624,2,16,35082,0,11.501281,3.871593,3153,65,1,1364402795,1383099713,0
GSM,624,2,23,9893,0,11.504886,3.842721,2978,98,1,1364454208,1473663421,0
GSM,624,2,23,37121,0,11.514134,3.846196,4954,336,1,1364455257,1408433870,0
GSM,624,2,16,9301,0,11.523893,3.889611,3113,157,1,1364461581,1478705147,0
GSM,624,2,16,36702,0,11.521146,3.887989,2139,122,1,1364494511,1408433870,0
GSM,624,2,16,36471,0,11.522311,3.889975,2435,86,1,1364494910,1408433870,0
GSM,624,2,16,9612,0,11.521622,3.888688,3189,128,1,1364494910,1484397115,0
GSM,624,2,16,36701,0,11.523095,3.89534,2924,47,1,1364494910,1382427445,0
GSM,624,2,16,9611,0,11.522495,3.893967,2462,40,1,1364494910,1478747124,0
GSM,624,2,25,10111,0,11.506958,3.860576,6335,175,1,1364579251,1478705145,0
GSM,624,2,25,37343,0,11.50379,3.861519,2079,102,1,1364579251,1424733052,0
GSM,624,2,25,37342,0,11.504208,3.857414,4226,120,1,1364579251,1419397467,0
GSM,624,2,25,36563,0,11.499993,3.853872,2379,189,1,1364579251,1419319679,0
GSM,624,2,25,9551,0,11.506395,3.857284,2751,149,1,1364579251,1478748969,0
GSM,624,2,23,4263,0,11.51429,3.846701,4330,280,1,1364622533,1476755420,0
GSM,624,2,16,35022,0,11.519428,3.87089,2394,107,1,1364636191,1408433870,0
GSM,624,2,16,37451,0,11.512716,3.881526,3203,219,1,1364657884,1408433870,0
GSM,624,2,18,36482,0,11.527122,3.87023,4042,316,1,1364839006,1408433870,0
GSM,624,2,23,36903,0,11.510929,3.833458,3551,197,1,1364887564,1408433870,0
GSM,624,2,202,5247,0,11.518478393555,3.8665008544922,1000,1,1,1364867756,1364867756,0
GSM,624,2,16,9256,0,11.517012,3.882707,2277,281,1,1365004669,1479053501,0
GSM,624,2,15,36492,0,11.53616,3.868807,3166,209,1,1365031464,1426160531,0
GSM,624,2,15,37411,0,11.546893,3.866401,2654,110,1,1365097713,1419060775,0
GSM,624,2,16,4272,0,11.517556,3.879619,2082,67,1,1365098711,1484489857,0
GSM,624,2,16,35062,0,11.524454,3.87679,8020,128,1,1365105386,1408433870,0
GSM,624,2,25,36311,0,11.504275,3.863401,1119,35,1,1365156811,1419133128,0
GSM,624,2,25,37341,0,11.507881,3.86144,5536,194,1,1365158126,1409114953,0
GSM,624,2,23,36063,0,11.5144,3.847266,2611,299,1,1365161209,1383053315,0
GSM,624,2,25,36312,0,11.503372,3.862025,1067,27,1,1365164045,1424733052,0
GSM,624,2,25,9422,0,11.501735,3.861483,1429,26,1,1365165276,1479032384,0
GSM,624,2,16,4215,0,11.513952,3.882409,2242,125,1,1365167518,1477367742,0
GSM,624,2,16,36542,0,11.513212,3.882875,2902,91,1,1365167654,1408433870,0
GSM,624,2,23,63,0,11.514546,3.839368,2484,351,1,1365173639,1447603695,0
GSM,624,2,25,36602,0,11.502218,3.847832,1000,69,1,1365181822,1419397769,0
GSM,624,2,23,9501,0,11.509302,3.834978,2942,198,1,1365181975,1472641899,0
GSM,624,2,23,36513,0,11.500973,3.836845,3946,79,1,1365181975,1383036902,0
GSM,624,2,16,37331,0,11.502527,3.876642,4644,13,1,1365189932,1383031655,0
GSM,624,2,16,37332,0,11.507088,3.87571,1000,17,1,1365190339,1383031655,0
GSM,624,2,16,10102,0,11.505802,3.875903,1564,26,1,1365190339,1451138202,0
GSM,624,2,16,10101,0,11.508143,3.877054,2144,19,1,1365190339,1450877020,0
GSM,624,2,16,37371,0,11.511057,3.874793,1345,104,1,1365190339,1383054706,0
GSM,624,2,16,10133,0,11.503885,3.873221,2064,75,1,1365190339,1451138202,0
GSM,624,2,15,36533,0,11.548309,3.880135,2967,97,1,1365272930,1419061984,0
GSM,624,2,16,37333,0,11.503016,3.879166,2113,27,1,1365273780,1408433870,0
GSM,624,2,16,9103,0,11.51191,3.878115,2491,129,1,1365325148,1476761078,0
GSM,624,2,16,37431,0,11.529661,3.886642,1771,42,1,1365358075,1408433870,0
GSM,624,2,16,37432,0,11.530327,3.886621,1745,43,1,1365358075,1408433870,0
GSM,624,2,23,9801,0,11.510402,3.818338,2801,42,1,1365402491,1430388551,0
GSM,624,2,23,37041,0,11.510327,3.820562,1788,31,1,1365403207,1382763377,0
GSM,624,2,23,37043,0,11.50835,3.821354,1593,16,1,1365403207,1382763386,0
GSM,624,2,23,9502,0,11.508747,3.828222,3616,151,1,1365488795,1472641899,0
GSM,624,2,23,9803,0,11.507084,3.820997,2182,37,1,1365488916,1430388551,0
GSM,624,2,23,7010,0,11.512955,3.832726,3960,404,1,1365524874,1472641899,0
GSM,624,2,23,36622,0,11.526193,3.818476,1262,34,1,1365532304,1408433870,0
GSM,624,2,21,37073,0,11.545095,3.855912,1202,76,1,1365533545,1419155033,0
GSM,624,2,16,36342,0,11.510344,3.866557,1646,170,1,1365587228,1383009769,0
GSM,624,2,16,36343,0,11.507452,3.870462,1292,69,1,1365588151,1383053753,0
GSM,624,2,16,9263,0,11.507257,3.870856,1650,76,1,1365588151,1474417480,0
GSM,624,2,16,9262,0,11.510594,3.866277,2554,147,1,1365588151,1479792804,0
GSM,624,2,23,36642,0,11.504994,3.819733,3748,127,1,1365612989,1383001597,0
GSM,624,2,23,9891,0,11.513489,3.845264,4177,338,1,1365613185,1476755420,0
GSM,624,2,23,36053,0,11.513735,3.8399,3757,370,1,1365613185,1408433870,0
GSM,624,2,23,36751,0,11.510529,3.813136,5841,156,1,1365613185,1383060226,0
GSM,624,2,23,7011,0,11.50741,3.817954,6479,134,1,1365613185,1476793512,0
GSM,624,2,23,36643,0,11.500153,3.829544,3414,90,1,1365617815,1383059782,0
GSM,624,2,46,38442,0,9.372026,4.126847,19754,7,1,1365627334,1377687650,0
GSM,624,2,23,4261,0,11.515361,3.84845,4529,215,1,1365627707,1476755420,0
GSM,624,2,46,14222,0,9.296497,4.124683,12813,3,1,1365645177,1373262104,0
GSM,624,2,46,38443,0,9.296497,4.124683,12813,3,1,1365645177,1373262104,0
GSM,624,2,46,14223,0,9.296497,4.124683,12813,3,1,1365645177,1373262104,0
GSM,624,2,46,14173,0,9.244995,4.150772,1000,2,1,1365642106,1365642106,0
GSM,624,2,46,14221,0,9.44618,4.17354,22682,7,1,1365645177,1375089466,0
GSM,624,2,46,14172,0,9.318467,4.138873,9151,3,1,1365645177,1426054808,0
GSM,624,2,46,38441,0,9.2429351806641,4.1507720947266,1000,1,1,1365642106,1365642106,0
GSM,624,2,18,9342,0,11.526145,3.872278,2753,218,1,1365668759,1454483134,0
GSM,624,2,18,35031,0,11.529266,3.872801,3080,97,1,1365701293,1408433870,0
GSM,624,2,16,36363,0,11.501846,3.884506,1000,63,1,1365811901,1408433870,0
GSM,624,2,16,9101,0,11.513098,3.877999,2524,110,1,1365838981,1479053501,0
GSM,624,2,29,4436,0,10.423965,5.482407,1894,3,1,1365840456,1482723977,0
GSM,624,2,15,36083,0,11.540151,3.875844,3732,183,1,1365851698,1409065390,0
GSM,624,2,18,35033,0,11.525517,3.871788,3066,120,1,1365857642,1408433870,0
GSM,624,2,18,35032,0,11.525415,3.868085,3549,78,1,1365857643,1408433870,0
GSM,624,2,16,10131,0,11.510933,3.873954,4125,89,1,1365883891,1479792804,0
GSM,624,2,15,37172,0,11.550434,3.865577,3481,52,1,1365933648,1426127668,0
GSM,624,2,23,37123,0,11.505625,3.841319,4675,89,1,1365934086,1408433870,0
GSM,624,2,24,4224,0,11.64799,3.727165,4621,26,1,1365939761,1478408144,0
GSM,624,2,23,9771,0,11.533033,3.808412,10953,107,1,1365940276,1429360644,0
GSM,624,2,23,9271,0,11.547318,3.810793,9516,23,1,1365940276,1473439209,0
GSM,624,2,24,4225,0,11.643395,3.734242,8379,26,1,1365940276,1478408144,0
GSM,624,2,24,4223,0,11.642398,3.738623,7889,34,1,1365940276,1478408144,0
GSM,624,2,15,36131,0,11.536323,3.869325,3044,176,1,1365949170,1383094325,0
GSM,624,2,23,37543,0,11.519016,3.820779,5661,92,1,1365968296,1408433870,0
GSM,624,2,23,10301,0,11.527071,3.817592,3794,70,1,1365968851,1472387133,0
GSM,624,2,23,36902,0,11.515751,3.821427,2827,73,1,1365968851,1408433870,0
GSM,624,2,15,36491,0,11.541874,3.876419,4272,329,1,1365968901,1424167977,0
GSM,624,2,15,92,0,11.54001,3.873212,4377,168,1,1365968901,1473439209,0
GSM,624,2,21,9842,0,11.549764,3.852596,2154,32,1,1365969210,1451999446,0
GSM,624,2,21,9843,0,11.545797,3.855392,1939,56,1,1365969786,1447340183,0
GSM,624,2,21,9841,0,11.553643,3.851228,3798,33,1,1365969786,1451999446,0
GSM,624,2,21,37071,0,11.557388,3.850021,3607,39,1,1365969786,1419154429,0
GSM,624,2,15,9482,0,11.535161,3.867942,3695,284,1,1366050338,1480435854,0
GSM,624,2,15,9211,0,11.535217,3.869204,1417,127,1,1366058313,1453299525,0
GSM,624,2,23,7012,0,11.501786,3.830729,3593,103,1,1366094849,1430656160,0
GSM,624,2,23,9892,0,11.512303,3.838991,3515,282,1,1366121073,1473734443,0
GSM,624,2,23,62,0,11.516652,3.833141,13634,209,1,1366121073,1447603689,0
GSM,624,2,23,61,0,11.517577,3.83964,8502,134,1,1366123907,1447603695,0
GSM,624,2,23,36051,0,11.519406,3.845393,2400,154,1,1366123907,1408433870,0
GSM,624,2,23,36901,0,11.522738,3.823897,12481,128,1,1366268217,1408433870,0
GSM,624,2,23,9232,0,11.516401,3.822573,2443,80,1,1366268768,1477251616,0
GSM,624,2,16,35023,0,11.514516,3.87288,1788,183,1,1366358737,1408433870,0
GSM,624,2,16,36452,0,11.514498,3.886081,3511,128,1,1366358737,1408433870,0
GSM,624,2,15,36081,0,11.543081,3.877127,2946,141,1,1366360676,1424167977,0
GSM,624,2,23,36821,0,11.517989,3.806523,12760,258,1,1366361415,1408433870,0
GSM,624,2,23,10071,0,11.519789,3.802315,6374,88,1,1366361415,1477036174,0
GSM,624,2,23,37302,0,11.519484,3.798668,3740,71,1,1366361415,1408433870,0
GSM,624,2,23,36683,0,11.526,3.810321,3893,44,1,1366361415,1408433870,0
GSM,624,2,23,37303,0,11.511899,3.805041,3235,134,1,1366369574,1383060334,0
GSM,624,2,23,7000,0,11.517009,3.803169,6553,171,1,1366369574,1476754559,0
GSM,624,2,15,9213,0,11.5315,3.870067,2829,139,1,1366370373,1453299525,0
GSM,624,2,18,36102,0,11.534762,3.882741,4038,63,1,1366478765,1408433870,0
GSM,624,2,23,37223,0,11.524533,3.792733,4619,88,1,1366536082,1408433870,0
GSM,624,2,23,37221,0,11.525865,3.794295,8240,95,1,1366536412,1408433870,0
GSM,624,2,23,9993,0,11.525463,3.788768,6559,58,1,1366536412,1477236384,0
GSM,624,2,23,9991,0,11.527345,3.7895,7235,57,1,1366536412,1429850245,0
GSM,624,2,23,37012,0,11.527369,3.794548,10510,38,1,1366536412,1408433870,0
GSM,624,2,23,9772,0,11.529748,3.792561,12699,63,1,1366536412,1429509226,0
GSM,624,2,25,36603,0,11.500551,3.85017,1931,37,1,1366537952,1419397769,0
GSM,624,2,25,9592,0,11.50128,3.846556,3667,86,1,1366611466,1430296629,0
GSM,624,2,23,9802,0,11.511091,3.816826,2089,58,1,1366612814,1430454814,0
GSM,624,2,23,37042,0,11.510708,3.814148,2428,41,1,1366613201,1381482276,0
GSM,624,2,25,36522,0,11.49909,3.841227,2573,280,1,1366697962,1419338108,0
GSM,624,2,18,1,0,11.537401,3.884397,3940,95,1,1366748084,1478408103,0
GSM,624,2,15,9212,0,11.533797,3.867107,1306,136,1,1366748084,1453299525,0
GSM,624,2,15,36161,0,11.540421,3.861635,1275,46,1,1366748084,1383101914,0
GSM,624,2,18,9341,0,11.535569,3.87777,2530,272,1,1366748316,1454483134,0
GSM,624,2,18,36481,0,11.53526,3.878527,2944,177,1,1366748316,1408433870,0
GSM,624,2,18,2,0,11.535587,3.882236,1915,72,1,1366748316,1483343577,0
GSM,624,2,15,36132,0,11.533619,3.86663,2628,160,1,1366750257,1383029477,0
GSM,624,2,13,30732,0,9.751877,4.077713,1026,5,1,1366758224,1381887013,0
GSM,624,2,23,9273,0,11.531503,3.806431,10221,31,1,1366815250,1473439209,0
GSM,624,2,23,9461,0,11.53228,3.76516,9653,141,1,1366816404,1430461203,0
GSM,624,2,23,9992,0,11.530543,3.766205,15773,149,1,1366816632,1476505039,0
GSM,624,2,23,73,0,11.535804,3.723433,21666,190,1,1366816958,1471918200,0
GSM,624,2,23,71,0,11.538359,3.713443,11538,128,1,1366817188,1477324498,0
GSM,624,2,23,72,0,11.536216,3.700677,13742,239,1,1366817188,1471918200,0
GSM,624,2,23,36873,0,11.537098,3.72617,9312,43,1,1366817188,1408433870,0
GSM,624,2,23,9463,0,11.534997,3.726094,9595,141,1,1366817188,1430473900,0
GSM,624,2,23,37142,0,11.525473,3.754211,13305,43,1,1366817188,1408433870,0
GSM,624,2,23,36872,0,11.541665,3.721858,10997,43,1,1366817188,1408433870,0
GSM,624,2,24,12833,0,11.516528,3.519854,16000,107,1,1366819135,1430462445,0
GSM,624,1,901,6781,0,11.81510925293,3.3583831787109,1000,1,1,1366801015,1366801015,0
GSM,624,2,50,16003,0,12.04342,2.861939,8988,8,1,1366825232,1366895157,0
GSM,624,2,50,16001,0,12.036725,2.864342,7720,8,1,1366825232,1366895157,0
GSM,624,2,50,16002,0,12.061714,2.833198,6834,7,1,1366825991,1366894819,0
GSM,624,2,50,12343,0,12.084,2.826508,8969,10,1,1366826335,1366894819,0
GSM,624,2,50,12342,0,12.081186,2.840139,10273,8,1,1366826896,1366895157,0
GSM,624,2,50,12341,0,12.118233,2.823051,12138,11,1,1366826896,1366894819,0
GSM,624,1,50,12341,0,12.260055541992,2.8310394287109,1000,1,1,1366808289,1366808289,0
GSM,624,1,901,9111,0,12.260055541992,2.8310394287109,1000,1,1,1366808293,1366808293,0
GSM,624,1,901,9112,0,12.260055541992,2.8310394287109,1000,1,1,1366808293,1366808293,0
GSM,624,2,50,12403,0,12.385029,2.828867,34626,12,1,1366829247,1379933120,0
GSM,624,2,901,9112,0,12.331466674805,2.8227996826172,1000,1,1,1366809061,1366809061,0
GSM,624,2,50,12402,0,12.393723,2.804948,10432,9,1,1366829404,1366890957,0
GSM,624,2,50,12401,0,12.48047,2.784579,16136,12,1,1366829677,1366890636,0
GSM,624,2,50,12393,0,12.498781,2.775424,17387,12,1,1366830232,1366890957,0
GSM,624,2,50,12391,0,12.594591,2.739717,11997,10,1,1366831910,1366888522,0
GSM,624,2,91,12823,0,12.578431,2.753449,8552,6,1,1366832182,1366888522,0
GSM,624,2,91,12822,0,12.629276,2.720392,7616,7,1,1366833812,1366887867,0
GSM,624,2,91,12353,0,12.663803,2.675171,1572,2,1,1366813531,1366813531,0
GSM,624,2,91,5312,0,12.676849,2.672424,1000,2,1,1366833818,1366851127,0
GSM,624,2,91,12821,0,12.604294,2.739945,5396,3,1,1366834115,1366887867,0
GSM,624,2,91,5313,0,12.661744,2.686844,6274,4,1,1366834115,1366886807,0
GSM,624,2,91,12352,0,12.676849,2.672424,1000,2,1,1366834115,1366851127,0
GSM,624,2,91,5311,0,12.67067,2.671738,1000,2,1,1366870978,1366885894,0
GSM,624,2,16,9222,0,11.514694,3.886917,4576,135,1,1366874734,1477280629,0
GSM,624,2,16,36451,0,11.514278,3.892706,1548,85,1,1366874734,1408433870,0
GSM,624,2,16,36473,0,11.514633,3.892014,1000,45,1,1366874734,1408433870,0
GSM,624,2,16,9303,0,11.514809,3.892357,3081,64,1,1366874734,1477280624,0
GSM,624,2,16,9221,0,11.510904,3.894581,2498,161,1,1366874734,1478766026,0
GSM,624,2,23,37301,0,11.520517,3.798823,16928,64,1,1366875769,1408433870,0
GSM,624,2,23,10073,0,11.511623,3.804887,6899,127,1,1366876134,1476793512,0
GSM,624,2,25,10113,0,11.503324,3.861704,3521,142,1,1366881026,1479032384,0
GSM,624,2,25,10112,0,11.504453,3.858891,4038,122,1,1366881201,1479032384,0
GSM,624,2,50,12392,0,12.549594,2.757343,17814,6,1,1366890636,1366890636,0
GSM,624,2,23,9462,0,11.538558,3.731894,11782,111,1,1366929292,1477300648,0
GSM,624,2,23,9911,0,11.526212,3.781501,6376,57,1,1366929292,1430460900,0
GSM,624,2,23,37222,0,11.529375,3.774527,8273,76,1,1366929292,1408433870,0
GSM,624,2,23,9912,0,11.529465,3.754374,19429,111,1,1366929292,1476505039,0
GSM,624,2,23,37141,0,11.52783,3.781422,7591,63,1,1366929292,1408433870,0
GSM,624,2,23,36822,0,11.524008,3.785838,5639,38,1,1366929560,1408433870,0
GSM,624,2,23,36621,0,11.534542,3.823263,2721,33,1,1366929652,1383014158,0
GSM,624,2,15,10171,0,11.546704,3.866158,2377,112,1,1366930266,1473663421,0
GSM,624,2,17,36883,0,11.571458,3.916084,3205,19,1,1366931231,1382165217,0
GSM,624,2,15,37173,0,11.54774,3.869758,2639,78,1,1366933888,1425654365,0
GSM,624,2,15,9942,0,11.547612,3.86552,4009,42,1,1367170118,1451577479,0
GSM,624,2,16,9302,0,11.519614,3.884974,2818,104,1,1367170589,1466477466,0
GSM,624,2,16,36472,0,11.519232,3.883648,3503,144,1,1367170593,1408433870,0
GSM,624,2,25,37153,0,11.492184,3.847594,1329,129,1,1367170905,1409122888,0
GSM,624,2,25,9921,0,11.497182,3.849263,3826,134,1,1367170918,1479545195,0
GSM,624,2,25,9002,0,11.49654,3.852596,1830,40,1,1367170918,1478783538,0
GSM,624,2,25,9003,0,11.491082,3.856609,2570,59,1,1367170918,1478783538,0
GSM,624,2,21,37383,0,11.529994,3.859139,2848,122,1,1367170982,1383100332,0
GSM,624,2,18,37351,0,11.545457,3.899371,1537,31,1,1367171140,1382919008,0
GSM,624,2,18,36272,0,11.528905,3.884099,1443,27,1,1367171162,1408433870,0
GSM,624,2,16,35061,0,11.530023,3.885297,2994,150,1,1367171164,1408433870,0
GSM,624,2,18,36103,0,11.531906,3.886558,4087,81,1,1367171164,1408433870,0
GSM,624,2,21,10143,0,11.529704,3.859157,1986,115,1,1367171429,1471918036,0
GSM,624,2,15,93,0,11.539505,3.876231,4318,222,1,1367171559,1475719430,0
GSM,624,2,17,10321,0,11.571038,3.910196,1049,11,1,1367171620,1382414653,0
GSM,624,2,18,37352,0,11.544392,3.896415,3306,23,1,1367171626,1382687912,0
GSM,624,2,17,10083,0,11.582748,3.946289,6084,10,1,1367171626,1382153927,0
GSM,624,2,17,4156,0,11.594009,3.971786,1000,3,1,1367171627,1377352993,0
GSM,624,2,18,36101,0,11.538553,3.884678,3112,110,1,1367171628,1408433870,0
GSM,624,1,18,9403,0,11.539077758789,3.8857269287109,1000,1,1,1367026736,1367026736,0
GSM,624,1,18,9402,0,11.539077758789,3.8857269287109,1000,1,1,1367026736,1367026736,0
GSM,624,1,17,36293,0,11.522598266602,3.8939666748047,1000,1,1,1367070486,1367070486,0
GSM,624,2,15,36673,0,11.539688,3.869722,2205,81,1,1367172164,1408812604,0
GSM,624,2,21,9241,0,11.52863,3.855676,1273,102,1,1367172165,1471072370,0
GSM,624,2,23,37011,0,11.53005,3.804995,1842,61,1,1367172170,1408433870,0
GSM,624,2,23,9231,0,11.521555,3.825151,5101,100,1,1367172303,1477236737,0
GSM,624,2,23,36623,0,11.516855,3.824387,3171,33,1,1367172303,1408433870,0
GSM,624,2,23,9413,0,11.52044,3.825498,2148,28,1,1367172303,1445845711,0
GSM,624,2,15,37323,0,11.577616,3.851395,1731,16,1,1367172308,1419064706,0
GSM,624,2,15,37321,0,11.58831,3.854141,1113,20,1,1367172311,1380388517,0
GSM,624,2,15,9192,0,11.586273,3.859634,1346,30,1,1367172409,1419128899,0
GSM,624,2,23,37541,0,11.524352,3.818634,5544,83,1,1367172424,1408433870,0
GSM,624,2,23,10303,0,11.52394,3.817222,2205,43,1,1367172424,1472387133,0
GSM,624,2,23,10302,0,11.524565,3.81257,4610,81,1,1367172424,1472387133,0
GSM,624,2,23,9503,0,11.502174,3.835602,3787,102,1,1367176602,1451138202,0
GSM,624,2,23,37542,0,11.526522,3.811628,3187,70,1,1367218068,1408433870,0
GSM,624,2,25,36601,0,11.501846,3.849411,1437,18,1,1367263962,1409095278,0
GSM,624,2,16,37453,0,11.506953,3.882196,1658,28,1,1367311487,1408433870,0
GSM,624,2,25,9522,0,11.499562,3.841407,3137,275,1,1367357734,1451138202,0
GSM,624,2,23,9412,0,11.526364,3.817749,4048,62,1,1367440661,1477236861,0
GSM,624,2,21,37382,0,11.529922,3.853543,1997,156,1,1367499261,1382664066,0
GSM,624,2,21,10142,0,11.530343,3.854625,1518,122,1,1367499612,1471918036,0
GSM,624,2,16,9613,0,11.522102,3.89328,2375,36,1,1367515240,1478747124,0
GSM,624,2,18,3,0,11.533506,3.886437,3552,87,1,1367521884,1479053501,0
GSM,624,2,23,37581,0,11.579247,3.813286,3558,4,1,1367598252,1382195252,0
GSM,624,2,16,5431,0,11.526704,3.883595,2110,96,1,1367664694,1479053501,0
GSM,624,2,16,10192,0,11.53017,3.885987,1000,37,1,1367666949,1479053501,0
GSM,624,1,20,9951,0,11.482772827148,3.8321685791016,1000,1,1,1367683629,1367683629,0
GSM,624,2,16,5433,0,11.522063,3.884574,3031,218,1,1367754944,1484397115,0
GSM,624,2,16,37421,0,11.518225,3.878144,4202,92,1,1367831946,1408433870,0
GSM,624,2,16,10211,0,11.512712,3.88156,3454,146,1,1367947170,1477367742,0
GSM,624,2,16,37423,0,11.514875,3.877637,2168,101,1,1367947170,1408433870,0
GSM,624,2,520,6031,0,11.50749206543,3.8431549072266,1000,1,1,1368073535,1368073535,0
GSM,624,2,5,30131,0,9.691086,4.039536,1000,3,1,1368195814,1375363698,0
GSM,624,2,5,30111,0,9.6920013427734,4.0436553955078,1000,1,1,1368178671,1368178671,0
GSM,624,2,5,33662,0,9.6920013427734,4.0436553955078,1000,1,1,1368178671,1368178671,0
GSM,624,2,9,39283,0,9.733749,4.048874,1000,5,1,1368208143,1380445017,0
GSM,624,2,9,39281,0,9.732808,4.046402,1000,7,1,1368208420,1380445035,0
GSM,624,2,9,39282,0,9.735374,4.045601,1130,12,1,1368211748,1381837847,0
GSM,624,2,7,15933,0,9.742688,4.044654,1233,11,1,1368249516,1481399837,0
GSM,624,2,7,30712,0,9.76591,4.033543,5998,11,1,1368249622,1381880719,0
GSM,624,2,7,39021,0,9.76397,4.048306,7775,101,1,1368249765,1381880553,0
GSM,624,2,7,4853,0,9.757404,4.039879,1000,8,1,1368249765,1480503515,0
GSM,624,2,7,30913,0,9.764624,4.045029,1561,17,1,1368249765,1380439740,0
GSM,624,2,7,30912,0,9.782356,4.032952,16032,68,1,1368264414,1382092761,0
GSM,624,2,12,39061,0,9.814379,4.053025,3860,62,1,1368271133,1381153281,0
GSM,624,2,7,30711,0,9.788029,4.061165,112592,47,1,1368281740,1379899467,0
GSM,624,2,7,4851,0,9.76928,4.047151,5420,11,1,1368282062,1483733473,0
GSM,624,2,7,30713,0,9.755783,4.037857,2091,18,1,1368282062,1382007634,0
GSM,624,2,7,39011,0,9.769575,4.049895,7335,162,1,1368286721,1381882318,0
GSM,624,2,13,33691,0,9.79176,4.069025,21340,95,1,1368294738,1381887883,0
GSM,624,2,16,36541,0,11.51453,3.883724,2341,24,1,1368310598,1408433870,0
GSM,624,2,7,4852,0,9.760323,4.034317,5163,20,1,1368351091,1466120254,0
GSM,624,2,16,36703,0,11.521124,3.890617,9175,41,1,1368366252,1408433870,0
GSM,624,2,24,11273,0,10.790634,3.886643,2587,3,1,1368368996,1381744055,0
GSM,624,2,23,7002,0,11.502612,3.800583,6839,65,1,1368373220,1471917919,0
GSM,624,2,16,152,0,11.501372,3.87156,2515,57,1,1368384681,1469419069,0
GSM,624,2,21,37072,0,11.549549,3.850365,6152,24,1,1368393890,1419154126,0
GSM,624,2,21,36422,0,11.527233,3.853626,1289,64,1,1368431386,1383061294,0
GSM,624,2,16,151,0,11.502766,3.873408,1720,34,1,1368448639,1469419069,0
GSM,624,2,15,36162,0,11.538475,3.859031,1155,82,1,1368605415,1383029477,0
GSM,624,2,15,36493,0,11.533133,3.874072,5763,152,1,1368632423,1409065390,0
GSM,624,2,520,4765,0,11.515731811523,3.8211822509766,1000,1,1,1368618411,1368618411,0
GSM,624,2,18,36483,0,11.522674,3.875586,1762,91,1,1368727736,1408433870,0
GSM,624,2,25,37463,0,11.509187,3.855107,4418,64,1,1368728477,1419213657,0
GSM,624,2,16,37433,0,11.523775,3.889356,2666,28,1,1368803978,1408433870,0
GSM,624,2,16,37452,0,11.507991,3.880317,1756,33,1,1368806285,1408433870,0
GSM,624,2,16,10213,0,11.503706,3.880828,2359,37,1,1368806285,1446881392,0
